,<built-in function id>,areageo,identi,imageLink,title,year
86,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/105,Viladecavalls (Vallès Occidental),RFSACE.2358,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=105&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Vertical - Viladecaballs,1962-12-08
87,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/106,Barcelona (Barcelonès),RFSACE.395,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=106&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Alt. 700m Pça. Catalunya i Avda. de la Catedral,1961-05-11
88,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/107,Badalona (Barcelonès),RFSACE.7084,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=107&action=2&DMSCALE=39&DMWIDTH=1325&DMHEIGHT=1513,Fotoplà St. Adrià de Montgat,1965-10-01
89,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/108,Martorell (Baix Llobregat),RFSACE.2180,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=108&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Barri de Can Bros,1962-11-15
90,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/109,Vilanova i la Geltrú (Garraf),RFSACE.1911,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=109&action=2&DMSCALE=39&DMWIDTH=1332&DMHEIGHT=1506,Port de,1962-08-01
91,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/110,Barcelona (Barcelonès),RFSACE.1250,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=110&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Zona Hostafranch,1962-07-15
92,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/111,Teià (Maresme),RFSACE.1115,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=111&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Soler Guiferrer,1962-07-08
93,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/112,Mollet del Vallès (Vallès Oriental),RFSACE.1042,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=112&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Panoràmica,1962-07-08
94,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/113,l'Hospitalet de Llobregat (Baix Llobregat),RFSACE.4393,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=113&action=2&DMSCALE=39&DMWIDTH=1500&DMHEIGHT=1506,Fotoplà Mangrané,1964-03-01
95,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/114,Sant Pere de Ribes (Garraf),RFSACE.5209,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=114&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Panoràmica,1964-08-26
96,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/115,Lloret de Mar (Selva),RFSACE.3012,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=115&action=2&DMSCALE=39&DMWIDTH=1491&DMHEIGHT=1506,Urbanització Cala Canyelles,1963-05-14
97,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/116,Sitges (Garraf),RFSACE.5782,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=116&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,"Sitges-Vilafranca: Urbanització """"Las Colinas""""",1964-11-11
98,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/117,Sitges (Garraf),RFSACE.1926,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=117&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Centre de primers auxilis de la Creu Roja,1962-08-01
99,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/118,Cerdanyola del Vallès (Vallès Occidental),RFSACE.4189,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=118&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,COPISA,1964-02-01
100,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/119,Monistrol de Montserrat (Bages),RFSACE.5989,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=119&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Montserrat: Panoràmica,1965-01-03
101,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/120,Barcelona (Barcelonès),RFSACE.1985,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=120&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,F.I.A.T,1962-09-01
102,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/121,el Vendrell (Baix Penedès),RFSACE.2824,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=121&action=2&DMSCALE=39&DMWIDTH=1319&DMHEIGHT=1506,Urbanització,1963-05-03
103,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/122,Montmeló (Vallès Oriental),RFSACE.2922,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=122&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Vertical terreny,1963-05-12
104,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/123,Olesa de Montserrat (Baix Llobregat),RFSACE.3840,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=123&action=2&DMSCALE=39&DMWIDTH=1483&DMHEIGHT=1506,Panoràmica de Montserrat,1963-10-04
105,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/124,l'Hospitalet de Llobregat (Baix Llobregat),RFSACE.7078,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=124&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Camí de la Feixa Llarga,1965-10-01
106,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/125,Tossa de Mar (Selva),RFSACE.5262,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=125&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,[sense anotacions],1964-08-29
107,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/126,Valveralla (Alt Empordà),RFSACE.5293,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=126&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Fotoplà,1964-08-29
108,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/127,Martorell (Baix Llobregat),RFSACE.5346,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=127&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Glucosa y Derivados,1964-09-05
109,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/128,Mollet del Vallès (Vallès Oriental),RFSACE.804,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=128&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Teneria Moderna,1962-04-29
110,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/129,Martorell (Baix Llobregat),RFSACE.5954,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=129&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Fotoplà Glucosa y Derivados,1964-12-02
111,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/130,Mataró (Maresme),RFSACE.6623,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=130&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Panoràmica,1965-05-27
112,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/131,Sitges (Garraf),RFSACE.330,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=131&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Estació de servei,1961-02-10
113,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/132,Barcelona (Barcelonès),RFSACE.2944,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=132&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Recinte firal,1963-05-12
114,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/133,Mollet del Vallès (Vallès Oriental),RFSACE.7057,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=133&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Fàbrica,1965-09-07
115,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/134,Barcelona (Barcelonès),RFSACE.2769,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=134&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Fotopla  Guineueta,1963-05-02
116,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/135,Garraf (Garraf),RFSACE.237,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=135&action=2&DMSCALE=33&DMWIDTH=1772&DMHEIGHT=1772,Port del Garraf,1961-01-08
117,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/136,Piera (Anoia),RFSACE.5115,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=136&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Panoràmica,1964-08-23
118,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/137,Sant Joan Despí (Baix Llobregat),RFSACE.805,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=137&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Cintas Artisa,1962-05-23
119,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/138,Terrassa (Vallès Occidental),RFSACE.3431,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=138&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Fotoplà,1960-02-29
120,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/139,Terrassa (Vallès Occidental),RFSACE.6211,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=139&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,V.I.T.A.S.A.,1965-03-26
121,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/140,Castelldefels (Baix Llobregat),RFSACE.178,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=140&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,"Castelldefels, Panoràmica",1961-01-08
122,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/141,Sant Joan les Fonts (Garrotxa),RFSACE.1718,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=141&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Fills de P. Vila,1962-08-01
123,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/142,Tarragona (Tarragonès),RFSACE.5512,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=142&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,INTESA,1964-09-19
124,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/143,Manresa (Bages),RFSACE.659,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=143&action=2&DMSCALE=40&DMWIDTH=1498&DMHEIGHT=1461,Hilados de alto estambre,1961-07-09
125,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/144,Martorell (Baix Llobregat),RFSACE.6301,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=144&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Panoràmicas Glucosa y Derivados,1965-04-04
126,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/145,Begur (Baix Empordà),RFSACE.4510,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=145&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Fotoplà Begur,1964-03-31
127,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/146,Parets del Vallès (Vallès Oriental),RFSACE.1528,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=146&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Tèxtil Torres,1962-07-25
128,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/147,Sant Just Desvern (Baix Llobregat),RFSACE.4756,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=147&action=2&DMSCALE=39&DMWIDTH=1328&DMHEIGHT=1506,Panoràmica J.J. Barés,1964-05-07
129,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/148,Sabadell (Vallès Occidental),RFSACE.7545,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=148&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Vert. Futur Camp d'Aviació,1965-11-22
130,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/149,Barcelona (Barcelonès),RFSACE.2309,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=149&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Panoràmica  N.E.,1962-11-30
131,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/150,Barcelona (Barcelonès),RFSACE.2762,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=150&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Cementos Asland,1963-05-02
132,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/151,Sabadell (Vallès Occidental),RFSACE.2206,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=151&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Vicente Palazón,1962-11-30
133,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/152,Tarragona (Tarragonès),RFSACE.5507,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=152&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Arxivades en ALENA,1964-09-19
134,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/153,Barcelona (Barcelonès),RFSACE.1217,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=153&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Platja de St. Sebastià,1962-07-15
135,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/154,Barcelona (Barcelonès),RFSACE.2942,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=154&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Edifici  SEAT,1963-05-12
136,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/155,Barcelona (Barcelonès),RFSACE.7537,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=155&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Panoràmica,1965-11-10
137,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/156,Martorell (Baix Llobregat),RFSACE.5614,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=156&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Panoràmica,1964-10-02
138,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/157,Barcelona (Barcelonès),RFSACE.3861,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=157&action=2&DMSCALE=39&DMWIDTH=1483&DMHEIGHT=1506,Polígon Monbau PMV,1963-10-16
139,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/158,Barcelona (Barcelonès),RFSACE.1223,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=158&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Port,1962-07-15
140,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/159,Lloret de Mar (Selva),RFSACE.3022,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=159&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Urbanització Cala Canyelles,1963-05-14
141,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/160,Viladecans (Baix Llobregat),RFSACE.6604,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=160&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Fotoplà,1965-06-25
142,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/161,Corbera de Llobregat (Baix Llobregat),RFSACE.5818,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=161&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Panoràmica,1964-11-15
143,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/162,Barcelona (Barcelonès),RFSACE.2966,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=162&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Barcelona,1963-05-12
144,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/163,Palafrugell (Baix Empordà),RFSACE.7142,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=163&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Llafranc: Apartaments,1965-10-01
145,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/164,Sabadell (Vallès Occidental),RFSACE.3273,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=164&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Panoràmica,1963-06-01
146,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/165,Sant Just Desvern (Baix Llobregat),RFSACE.2549,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=165&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Avinguda de la Indústria,1963-03-19
147,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/166,Martorell (Baix Llobregat),RFSACE.7570,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=166&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Glucosa y Derivados,1965-11-16
148,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/167,Cabrils (Maresme),RFSACE.4996,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=167&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Urbanització St. Crist,1964-07-02
149,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/168,Barcelona (Barcelonès),RFSACE.1307,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=168&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Material i Construcció,1962-08-19
150,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/169,Castelldefels (Baix Llobregat),RFSACE.3923,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=169&action=2&DMSCALE=39&DMWIDTH=1483&DMHEIGHT=1506,Rocalla,1963-10-16
151,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/170,Caldes d'Estrac (Maresme),RFSACE.1111,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=170&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Passeig dels Anglesos,1962-07-08
152,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/171,Begur (Baix Empordà),RFSACE.4494,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=171&action=2&DMSCALE=39&DMWIDTH=1495&DMHEIGHT=1503,Urbanitzacions Rocamar,1964-03-18
153,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/172,Canyelles (Garraf),RFSACE.7776,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=172&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Panoràmica,1966-02-10
154,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/173,l'Ametlla de Mar (Baix Ebre),RFSACE.6587,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=173&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Vertical,1965-06-25
155,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/174,Castelldefels (Baix Llobregat),RFSACE.2676,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=174&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Rocalla,1963-04-15
156,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/175,Centelles (Osona),RFSACE.987,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=175&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Poble Panoràmica,1962-06-17
157,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/176,Gavà (Baix Llobregat),RFSACE.4283,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=176&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Electrónica  S.A.,1964-02-20
158,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/177,Sant Feliu de Codines (Vallès Oriental),RFSACE.608,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=177&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Panoràmica St. Feliu,1961-06-22
159,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/178,Premià de Dalt (Maresme),RFSACE.32,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=178&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Finca,1960-1985
160,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/179,Rubí (Vallès Occidental),RFSACE.6040,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=179&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Panoràmica,1965-01-03
161,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/180,Caldes d'Estrac (Maresme),RFSACE.157,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=180&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Panoràmica,1960-1985
162,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/181,Corbera de Llobregat (Baix Llobregat),RFSACE.5850,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=181&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Panoràmica,1964-11-15
163,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/182,Sabadell (Vallès Occidental),RFSACE.6778,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=182&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Trenzas y Cables,1965-07-24
164,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/183,Barcelona (Barcelonès),RFSACE.1938,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=183&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Zona Franca: F.A.E.S. S.A.,1962-09-01
165,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/184,Sant Cugat del Vallès (Vallès Occidental),RFSACE.6024,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=184&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Bóvila. Loc,1965-01-03
166,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/185,Viladecans (Baix Llobregat),RFSACE.6350,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=185&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Festina,1965-04-22
167,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/186,Platja d'Aro (Baix Empordà),RFSACE.7477,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=186&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Platja d'Aro: Apartaments,1965-11-01
168,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/187,Tarragona (Tarragonès),RFSACE.1599,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=187&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Catedral,1962-07-25
169,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/188,Barcelona (Barcelonès),RFSACE.2564,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=188&action=2&DMSCALE=39&DMWIDTH=1506&DMHEIGHT=1506,Vertical Sans,1963-03-19
170,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/189,l'Hospitalet de Llobregat (Baix Llobregat),RFSACE.6518,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=189&action=2&DMSCALE=39&DMWIDTH=1498&DMHEIGHT=1513,Nau,1995-05-08
171,http://cartotecadigital.icc.cat/cdm/ref/collection/fsace/id/190,Martorell (Baix Llobregat),RFSACE.4770,http://cartotecadigital.icc.cat/utils/ajaxhelper/?CISOROOT=fsace&CISOPTR=190&action=2&DMSCALE=39&DMWIDTH=1316&DMHEIGHT=1505,Glucosa y Derivados,1964-05-07
